Draw ID,N1,N2,N3,N4,N5,N6,Sum,N1_color,N2_color,N3_color,N4_color,N5_color,N6_color
4975312,46,28,20,16,7,18.0,135.0,Red,Red,Blue,Red,Red,Green
4975311,37,8,7,26,13,42.0,133.0,Red,Blue,Red,Blue,Red,Green
4975310,21,13,24,28,9,33.0,128.0,Green,Red,Green,Red,Green,Green
4975309,23,19,25,42,39,26.0,174.0,Blue,Red,Red,Green,Green,Blue
4975308,45,16,36,47,35,12.0,191.0,Green,Red,Green,Blue,Blue,Green
4975307,41,21,42,28,16,43.0,191.0,Blue,Green,Green,Red,Red,Red
4975306,39,2,27,38,22,11.0,139.0,Green,Blue,Green,Blue,Red,Blue
4975305,20,40,46,27,8,34.0,175.0,Blue,Red,Red,Green,Blue,Red
4975304,35,5,14,21,47,38.0,160.0,Blue,Blue,Blue,Green,Blue,Blue
4975303,29,1,16,25,27,28.0,126.0,Blue,Red,Red,Red,Green,Red
4975302,18,46,14,27,9,17.0,131.0,Green,Red,Blue,Green,Green,Blue
4975301,46,47,32,28,44,48.0,245.0,Red,Blue,Blue,Red,Blue,Green
4975300,16,40,30,44,3,47.0,180.0,Red,Red,Green,Blue,Green,Blue
4975299,9,35,47,5,23,21.0,140.0,Green,Blue,Blue,Blue,Blue,Green
4975298,48,9,36,43,31,39.0,206.0,Green,Green,Green,Red,Red,Green
4975297,20,42,26,13,3,2.0,106.0,Blue,Green,Blue,Red,Green,Blue
4975296,29,13,44,22,33,25.0,166.0,Blue,Red,Blue,Red,Green,Red
4975295,29,42,10,13,15,45.0,154.0,Blue,Green,Red,Red,Green,Green
4975294,45,12,41,32,33,29.0,192.0,Green,Green,Blue,Blue,Green,Blue
4975293,38,29,49,31,2,47.0,196.0,Blue,Blue,Yellow,Red,Blue,Blue
4975292,8,23,9,43,40,37.0,160.0,Blue,Blue,Green,Red,Red,Red
4975291,13,22,17,7,48,26.0,133.0,Red,Red,Blue,Red,Green,Blue
4975290,26,7,21,46,16,2.0,118.0,Blue,Red,Green,Red,Red,Blue
4975289,48,39,29,40,43,49.0,248.0,Green,Green,Blue,Red,Red,Yellow
4975288,45,15,14,32,26,43.0,175.0,Green,Green,Blue,Blue,Blue,Red
4975287,35,25,39,21,42,14.0,176.0,Blue,Red,Green,Green,Green,Blue
4975286,24,47,6,49,42,41.0,209.0,Green,Blue,Green,Yellow,Green,Blue
4975285,19,32,11,29,13,49.0,153.0,Red,Blue,Blue,Blue,Red,Yellow
4975284,14,31,8,36,40,1.0,130.0,Blue,Red,Blue,Green,Red,Red
4975283,37,18,31,8,36,28.0,158.0,Red,Green,Red,Blue,Green,Red
4975282,19,41,31,34,44,40.0,209.0,Red,Blue,Red,Red,Blue,Red
4975281,46,13,8,4,49,40.0,160.0,Red,Red,Blue,Red,Yellow,Red
4975280,45,49,13,40,26,33.0,206.0,Green,Yellow,Red,Red,Blue,Green
4975279,20,14,23,1,15,18.0,91.0,Blue,Blue,Blue,Red,Green,Green
4975278,36,42,22,11,43,8.0,162.0,Green,Green,Red,Blue,Red,Blue
4975277,2,25,46,4,15,17.0,109.0,Blue,Red,Red,Red,Green,Blue
4975276,47,10,24,13,46,19.0,159.0,Blue,Red,Green,Red,Red,Red
4975275,38,18,39,17,29,44.0,185.0,Blue,Green,Green,Blue,Blue,Blue
4975274,19,23,2,7,47,27.0,125.0,Red,Blue,Blue,Red,Blue,Green
4975273,36,28,30,2,41,42.0,179.0,Green,Red,Green,Blue,Blue,Green
4975272,42,25,39,6,1,15.0,128.0,Green,Red,Green,Green,Red,Green
4975271,9,27,13,5,33,42.0,129.0,Green,Green,Red,Blue,Green,Green
4975270,15,44,2,9,6,12.0,88.0,Green,Blue,Blue,Green,Green,Green
4975269,43,37,32,20,6,42.0,180.0,Red,Red,Blue,Blue,Green,Green
4975268,21,12,42,26,10,40.0,151.0,Green,Green,Green,Blue,Red,Red
4975267,3,6,36,41,18,12.0,116.0,Green,Green,Green,Blue,Green,Green
4975266,47,6,13,21,7,16.0,110.0,Blue,Green,Red,Green,Red,Red
4975265,8,20,16,5,42,29.0,120.0,Blue,Blue,Red,Blue,Green,Blue
4975264,31,46,10,5,34,39.0,165.0,Red,Red,Red,Blue,Red,Green
4975263,42,3,32,39,5,25.0,146.0,Green,Green,Blue,Green,Blue,Red
4975262,31,44,29,33,6,46.0,189.0,Red,Blue,Blue,Green,Green,Red
4975261,27,49,1,43,35,20.0,175.0,Green,Yellow,Red,Red,Blue,Blue
4975260,40,5,41,18,14,8.0,126.0,Red,Blue,Blue,Green,Blue,Blue
4975259,34,39,42,43,25,35.0,218.0,Red,Green,Green,Red,Red,Blue
4975258,36,40,28,33,45,26.0,208.0,Green,Red,Red,Green,Green,Blue
4975257,20,26,9,21,7,14.0,97.0,Blue,Blue,Green,Green,Red,Blue
4975256,21,13,16,32,15,27.0,124.0,Green,Red,Red,Blue,Green,Green
4975255,3,11,2,41,43,47.0,147.0,Green,Blue,Blue,Blue,Red,Blue
4975254,27,20,12,2,23,11.0,95.0,Green,Blue,Green,Blue,Blue,Blue
4975253,27,7,35,2,37,36.0,144.0,Green,Red,Blue,Blue,Red,Green
4975252,45,8,36,41,3,26.0,159.0,Green,Blue,Green,Blue,Green,Blue
4975251,21,10,11,41,46,20.0,149.0,Green,Red,Blue,Blue,Red,Blue
4975250,28,20,8,19,13,34.0,122.0,Red,Blue,Blue,Red,Red,Red
4975249,9,14,46,25,43,35.0,172.0,Green,Blue,Red,Red,Red,Blue
4975248,2,1,44,48,45,28.0,168.0,Blue,Red,Blue,Green,Green,Red
4975247,5,42,45,31,39,20.0,182.0,Blue,Green,Green,Red,Green,Blue
4975246,18,28,11,3,9,17.0,86.0,Green,Red,Blue,Green,Green,Blue
4975245,4,13,12,25,1,17.0,72.0,Red,Red,Green,Red,Red,Blue
4975244,44,11,45,19,2,8.0,129.0,Blue,Blue,Green,Red,Blue,Blue
4975243,38,34,30,35,1,33.0,171.0,Blue,Red,Green,Blue,Red,Green
4975242,36,17,30,19,8,16.0,126.0,Green,Blue,Green,Red,Blue,Red
4975241,49,48,17,11,44,9.0,178.0,Yellow,Green,Blue,Blue,Blue,Green
4975240,39,13,36,15,21,11.0,135.0,Green,Red,Green,Green,Green,Blue
4975239,31,7,48,9,22,44.0,161.0,Red,Red,Green,Green,Red,Blue
4975238,32,5,27,46,21,36.0,167.0,Blue,Blue,Green,Red,Green,Green
4975237,28,40,11,1,44,25.0,149.0,Red,Red,Blue,Red,Blue,Red
4975236,34,25,4,17,28,39.0,147.0,Red,Red,Red,Blue,Red,Green
4975235,39,40,44,48,4,15.0,190.0,Green,Red,Blue,Green,Red,Green
4975234,36,43,42,41,24,48.0,234.0,Green,Red,Green,Blue,Green,Green
4975233,2,34,48,39,38,15.0,176.0,Blue,Red,Green,Green,Blue,Green
4975232,19,4,28,46,13,39.0,149.0,Red,Red,Red,Red,Red,Green
4975231,32,5,21,48,27,9.0,142.0,Blue,Blue,Green,Green,Green,Green
4975230,42,32,45,2,5,37.0,163.0,Green,Blue,Green,Blue,Blue,Red
4975229,4,43,24,6,35,29.0,141.0,Red,Red,Green,Green,Blue,Blue
4975228,35,43,38,48,22,46.0,232.0,Blue,Red,Blue,Green,Red,Red
4975227,12,41,39,48,27,23.0,190.0,Green,Blue,Green,Green,Green,Blue
4975226,24,20,38,46,5,2.0,135.0,Green,Blue,Blue,Red,Blue,Blue
4975225,37,21,43,46,7,13.0,167.0,Red,Green,Red,Red,Red,Red
4975224,49,5,16,2,36,29.0,137.0,Yellow,Blue,Red,Blue,Green,Blue
4975223,15,3,28,34,46,31.0,157.0,Green,Green,Red,Red,Red,Red
4975222,15,20,27,48,21,43.0,174.0,Green,Blue,Green,Green,Green,Red
4975221,36,8,47,2,9,3.0,105.0,Green,Blue,Blue,Blue,Green,Green
4975220,47,27,19,12,44,14.0,163.0,Blue,Green,Red,Green,Blue,Blue
4975219,48,32,5,46,2,11.0,144.0,Green,Blue,Blue,Red,Blue,Blue
4975218,20,41,33,25,29,22.0,170.0,Blue,Blue,Green,Red,Blue,Red
4975217,2,22,8,17,36,24.0,109.0,Blue,Red,Blue,Blue,Green,Green
4975216,24,20,26,8,37,3.0,118.0,Green,Blue,Blue,Blue,Red,Green
4975215,37,44,16,15,39,36.0,187.0,Red,Blue,Red,Green,Green,Green
4975214,48,41,29,22,27,28.0,195.0,Green,Blue,Blue,Red,Green,Red
4975213,7,3,16,44,41,2.0,113.0,Red,Green,Red,Blue,Blue,Blue
4975212,47,36,4,18,38,3.0,146.0,Blue,Green,Red,Green,Blue,Green
4975211,44,38,20,5,39,19.0,165.0,Blue,Blue,Blue,Blue,Green,Red
4975210,21,10,40,28,34,18.0,151.0,Green,Red,Red,Red,Red,Green
4975209,47,15,37,25,30,3.0,157.0,Blue,Green,Red,Red,Green,Green
4975208,18,26,30,25,28,11.0,138.0,Green,Blue,Green,Red,Red,Blue
4975207,15,31,38,32,35,14.0,165.0,Green,Red,Blue,Blue,Blue,Blue
4975206,5,11,9,45,29,19.0,118.0,Blue,Blue,Green,Green,Blue,Red
4975205,33,17,13,14,48,41.0,166.0,Green,Blue,Red,Blue,Green,Blue
4975204,32,2,46,4,7,42.0,133.0,Blue,Blue,Red,Red,Red,Green
4975203,26,35,37,11,10,6.0,125.0,Blue,Blue,Red,Blue,Red,Green
4975202,10,26,49,42,21,45.0,193.0,Red,Blue,Yellow,Green,Green,Green
4975201,29,3,23,5,8,16.0,84.0,Blue,Green,Blue,Blue,Blue,Red
4975200,20,30,13,24,31,19.0,137.0,Blue,Green,Red,Green,Red,Red
4975199,48,40,30,7,43,10.0,178.0,Green,Red,Green,Red,Red,Red
4975198,29,19,14,43,9,12.0,126.0,Blue,Red,Blue,Red,Green,Green
4975197,19,47,44,27,38,35.0,210.0,Red,Blue,Blue,Green,Blue,Blue
4975196,37,27,22,49,35,48.0,218.0,Red,Green,Red,Yellow,Blue,Green
4975195,1,24,4,17,13,34.0,93.0,Red,Green,Red,Blue,Red,Red
4975194,9,41,25,17,2,28.0,122.0,Green,Blue,Red,Blue,Blue,Red
4975193,12,36,37,18,26,35.0,164.0,Green,Green,Red,Green,Blue,Blue
4975192,6,15,16,27,39,17.0,120.0,Green,Green,Red,Green,Green,Blue
4975191,35,4,46,23,11,17.0,136.0,Blue,Red,Red,Blue,Blue,Blue
4975190,1,11,17,46,14,7.0,96.0,Red,Blue,Blue,Red,Blue,Red
4975189,37,21,32,28,23,14.0,155.0,Red,Green,Blue,Red,Blue,Blue
4975188,1,38,16,36,27,4.0,122.0,Red,Blue,Red,Green,Green,Red
4975187,4,47,27,7,41,20.0,146.0,Red,Blue,Green,Red,Blue,Blue
4975186,24,49,9,14,21,11.0,128.0,Green,Yellow,Green,Blue,Green,Blue
4975185,25,11,46,2,35,3.0,122.0,Red,Blue,Red,Blue,Blue,Green
4975184,12,21,27,34,6,41.0,141.0,Green,Green,Green,Red,Green,Blue
4975183,8,21,40,33,27,14.0,143.0,Blue,Green,Red,Green,Green,Blue
4975182,20,8,42,10,17,43.0,140.0,Blue,Blue,Green,Red,Blue,Red
4975181,27,21,32,9,37,49.0,175.0,Green,Green,Blue,Green,Red,Yellow
4975180,49,30,34,36,6,22.0,177.0,Yellow,Green,Red,Green,Green,Red
4975179,49,38,12,21,23,22.0,165.0,Yellow,Blue,Green,Green,Blue,Red
4975178,29,42,17,22,27,3.0,140.0,Blue,Green,Blue,Red,Green,Green
4975177,38,29,47,43,37,11.0,205.0,Blue,Blue,Blue,Red,Red,Blue
4975176,10,31,27,21,45,9.0,143.0,Red,Red,Green,Green,Green,Green
4975175,45,44,32,37,12,36.0,206.0,Green,Blue,Blue,Red,Green,Green
4975174,11,17,19,47,43,5.0,142.0,Blue,Blue,Red,Blue,Red,Blue
4975173,26,37,12,20,33,7.0,135.0,Blue,Red,Green,Blue,Green,Red
4975172,14,1,23,25,44,26.0,133.0,Blue,Red,Blue,Red,Blue,Blue
4975171,21,31,13,36,15,6.0,122.0,Green,Red,Red,Green,Green,Green
4975170,49,1,27,3,6,28.0,114.0,Yellow,Red,Green,Green,Green,Red
4975169,20,7,46,27,8,48.0,156.0,Blue,Red,Red,Green,Blue,Green
4975168,10,31,21,12,34,26.0,134.0,Red,Red,Green,Green,Red,Blue
4975167,11,4,38,48,22,17.0,140.0,Blue,Red,Blue,Green,Red,Blue
4975166,13,31,24,4,9,42.0,123.0,Red,Red,Green,Red,Green,Green
4975165,30,45,9,33,34,11.0,162.0,Green,Green,Green,Green,Red,Blue
4975164,2,23,9,49,44,40.0,167.0,Blue,Blue,Green,Yellow,Blue,Red
4975163,37,45,31,17,16,22.0,168.0,Red,Green,Red,Blue,Red,Red
4975162,10,15,6,34,38,29.0,132.0,Red,Green,Green,Red,Blue,Blue
4975161,37,4,13,11,34,30.0,129.0,Red,Red,Red,Blue,Red,Green
4975160,45,21,4,5,38,26.0,139.0,Green,Green,Red,Blue,Blue,Blue
4975159,37,32,5,12,18,48.0,152.0,Red,Blue,Blue,Green,Green,Green
4975158,10,26,24,33,9,23.0,125.0,Red,Blue,Green,Green,Green,Blue
4975157,49,2,10,17,4,41.0,123.0,Yellow,Blue,Red,Blue,Red,Blue
4975156,40,48,16,9,43,23.0,179.0,Red,Green,Red,Green,Red,Blue
4975155,26,15,44,36,2,45.0,168.0,Blue,Green,Blue,Green,Blue,Green
4975154,40,32,47,41,34,45.0,239.0,Red,Blue,Blue,Blue,Red,Green
4975153,41,30,25,18,37,35.0,186.0,Blue,Green,Red,Green,Red,Blue
4975152,20,28,34,24,39,8.0,153.0,Blue,Red,Red,Green,Green,Blue
4975151,33,9,5,40,45,20.0,152.0,Green,Green,Blue,Red,Green,Blue
4975150,19,15,24,29,32,44.0,163.0,Red,Green,Green,Blue,Blue,Blue
4975149,23,12,33,8,13,45.0,134.0,Blue,Green,Green,Blue,Red,Green
4975148,9,5,14,49,16,34.0,127.0,Green,Blue,Blue,Yellow,Red,Red
4975147,4,9,45,43,41,11.0,153.0,Red,Green,Green,Red,Blue,Blue
4975146,13,36,46,22,23,20.0,160.0,Red,Green,Red,Red,Blue,Blue
4975145,49,27,28,13,22,40.0,179.0,Yellow,Green,Red,Red,Red,Red
4975144,16,24,27,22,26,10.0,125.0,Red,Green,Green,Red,Blue,Red
4975143,10,3,6,22,41,28.0,110.0,Red,Green,Green,Red,Blue,Red
4975142,6,40,43,27,26,31.0,173.0,Green,Red,Red,Green,Blue,Red
4975141,18,13,20,2,21,34.0,108.0,Green,Red,Blue,Blue,Green,Red
4975140,48,46,16,5,18,45.0,178.0,Green,Red,Red,Blue,Green,Green
4975139,25,40,8,15,13,45.0,146.0,Red,Red,Blue,Green,Red,Green
4975138,36,45,23,3,19,39.0,165.0,Green,Green,Blue,Green,Red,Green
4975137,17,39,15,18,19,42.0,150.0,Blue,Green,Green,Green,Red,Green
4975136,3,45,20,9,10,40.0,127.0,Green,Green,Blue,Green,Red,Red
4975135,33,21,19,46,31,1.0,151.0,Green,Green,Red,Red,Red,Red
4975134,12,30,41,29,49,36.0,197.0,Green,Green,Blue,Blue,Yellow,Green
4975133,31,30,16,20,39,3.0,139.0,Red,Green,Red,Blue,Green,Green
4975132,41,38,2,47,39,27.0,194.0,Blue,Blue,Blue,Blue,Green,Green
4975131,32,10,30,44,46,20.0,182.0,Blue,Red,Green,Blue,Red,Blue
4975130,46,37,43,12,31,24.0,193.0,Red,Red,Red,Green,Red,Green
4975129,33,23,19,5,2,30.0,112.0,Green,Blue,Red,Blue,Blue,Green
4975128,17,34,14,40,2,16.0,123.0,Blue,Red,Blue,Red,Blue,Red
4975127,35,29,12,19,25,40.0,160.0,Blue,Blue,Green,Red,Red,Red
4975126,45,40,32,10,39,37.0,203.0,Green,Red,Blue,Red,Green,Red
4975125,18,23,41,2,4,29.0,117.0,Green,Blue,Blue,Blue,Red,Blue
4975124,15,33,4,34,28,14.0,128.0,Green,Green,Red,Red,Red,Blue
4975123,3,6,40,32,15,17.0,113.0,Green,Green,Red,Blue,Green,Blue
4975122,20,5,24,9,7,49.0,114.0,Blue,Blue,Green,Green,Red,Yellow
4975121,4,16,24,44,18,19.0,125.0,Red,Red,Green,Blue,Green,Red
4975120,12,5,23,20,37,33.0,130.0,Green,Blue,Blue,Blue,Red,Green
4975119,12,13,42,21,22,8.0,118.0,Green,Red,Green,Green,Red,Blue
4975118,11,33,30,16,39,2.0,131.0,Blue,Green,Green,Red,Green,Blue
4975117,16,13,28,5,25,30.0,117.0,Red,Red,Red,Blue,Red,Green
4975116,11,19,45,42,21,2.0,140.0,Blue,Red,Green,Green,Green,Blue
4975115,24,40,8,7,41,38.0,158.0,Green,Red,Blue,Red,Blue,Blue
4975114,4,41,1,13,39,24.0,122.0,Red,Blue,Red,Red,Green,Green
4975113,36,8,18,23,30,20.0,135.0,Green,Blue,Green,Blue,Green,Blue
4975112,19,42,14,48,9,20.0,152.0,Red,Green,Blue,Green,Green,Blue
4975111,31,19,48,30,11,12.0,151.0,Red,Red,Green,Green,Blue,Green
4975110,20,44,9,5,36,28.0,142.0,Blue,Blue,Green,Blue,Green,Red
4975109,49,6,13,27,28,3.0,126.0,Yellow,Green,Red,Green,Red,Green
4975108,25,9,4,17,41,23.0,119.0,Red,Green,Red,Blue,Blue,Blue
4975107,20,44,2,33,15,19.0,133.0,Blue,Blue,Blue,Green,Green,Red
4975106,8,48,47,11,29,49.0,192.0,Blue,Green,Blue,Blue,Blue,Yellow
4975105,6,37,36,17,31,7.0,134.0,Green,Red,Green,Blue,Red,Red
4975104,38,11,5,20,2,33.0,109.0,Blue,Blue,Blue,Blue,Blue,Green
4975103,14,26,33,34,1,44.0,152.0,Blue,Blue,Green,Red,Red,Blue
4975102,43,16,21,42,27,1.0,150.0,Red,Red,Green,Green,Green,Red
4975101,38,31,30,42,28,29.0,198.0,Blue,Red,Green,Green,Red,Blue
4975100,37,31,7,10,3,45.0,133.0,Red,Red,Red,Red,Green,Green
4975099,13,15,44,26,34,5.0,137.0,Red,Green,Blue,Blue,Red,Blue
4975098,40,42,46,29,47,5.0,209.0,Red,Green,Red,Blue,Blue,Blue
4975097,32,45,36,15,21,47.0,196.0,Blue,Green,Green,Green,Green,Blue
4975096,4,18,7,26,22,44.0,121.0,Red,Green,Red,Blue,Red,Blue
4975095,10,7,32,48,19,46.0,162.0,Red,Red,Blue,Green,Red,Red
4975094,34,14,41,28,9,3.0,129.0,Red,Blue,Blue,Red,Green,Green
4975093,43,2,25,21,4,37.0,132.0,Red,Blue,Red,Green,Red,Red
4975092,14,22,41,30,34,5.0,146.0,Blue,Red,Blue,Green,Red,Blue
4975091,41,5,28,24,6,48.0,152.0,Blue,Blue,Red,Green,Green,Green
4975090,21,7,36,38,29,43.0,174.0,Green,Red,Green,Blue,Blue,Red
4975089,29,22,19,27,44,7.0,148.0,Blue,Red,Red,Green,Blue,Red
4975088,35,1,22,17,12,8.0,95.0,Blue,Red,Red,Blue,Green,Blue
4975087,27,28,12,35,3,33.0,138.0,Green,Red,Green,Blue,Green,Green
4975086,2,21,6,3,11,9.0,52.0,Blue,Green,Green,Green,Blue,Green
4975085,19,11,43,25,9,28.0,135.0,Red,Blue,Red,Red,Green,Red
4975084,23,29,39,2,20,26.0,139.0,Blue,Blue,Green,Blue,Blue,Blue
4975083,23,7,5,14,11,15.0,75.0,Blue,Red,Blue,Blue,Blue,Green
4975082,1,10,27,16,36,2.0,92.0,Red,Red,Green,Red,Green,Blue
4975081,9,32,26,35,6,20.0,128.0,Green,Blue,Blue,Blue,Green,Blue
4975080,35,11,30,36,13,10.0,135.0,Blue,Blue,Green,Green,Red,Red
4975079,6,17,21,7,9,22.0,82.0,Green,Blue,Green,Red,Green,Red
4975078,24,4,30,21,40,31.0,150.0,Green,Red,Green,Green,Red,Red
4975077,18,21,33,20,5,37.0,134.0,Green,Green,Green,Blue,Blue,Red
4975076,44,7,37,4,39,1.0,132.0,Blue,Red,Red,Red,Green,Red
4975075,36,3,8,37,16,20.0,120.0,Green,Green,Blue,Red,Red,Blue
4975074,10,28,39,2,18,47.0,144.0,Red,Red,Green,Blue,Green,Blue
4975073,3,22,36,46,41,16.0,164.0,Green,Red,Green,Red,Blue,Red
4975072,15,1,34,33,37,9.0,129.0,Green,Red,Red,Green,Red,Green
4975071,17,5,8,15,34,21.0,100.0,Blue,Blue,Blue,Green,Red,Green
4975070,46,15,27,11,26,20.0,145.0,Red,Green,Green,Blue,Blue,Blue
4975069,27,44,4,14,28,18.0,135.0,Green,Blue,Red,Blue,Red,Green
4975068,30,3,1,32,41,34.0,141.0,Green,Green,Red,Blue,Blue,Red
4975067,39,17,14,11,26,12.0,119.0,Green,Blue,Blue,Blue,Blue,Green
4975066,21,28,35,32,18,38.0,172.0,Green,Red,Blue,Blue,Green,Blue
4975065,2,25,48,39,37,1.0,152.0,Blue,Red,Green,Green,Red,Red
4975064,25,45,15,8,34,31.0,158.0,Red,Green,Green,Blue,Red,Red
4975063,48,20,26,36,31,12.0,173.0,Green,Blue,Blue,Green,Red,Green
4975062,33,34,29,42,49,41.0,228.0,Green,Red,Blue,Green,Yellow,Blue
4975061,45,2,19,4,14,1.0,85.0,Green,Blue,Red,Red,Blue,Red
4975060,6,27,10,34,9,13.0,99.0,Green,Green,Red,Red,Green,Red
4975059,34,26,49,48,44,13.0,214.0,Red,Blue,Yellow,Green,Blue,Red
4975058,1,22,41,5,43,45.0,157.0,Red,Red,Blue,Blue,Red,Green
4975057,19,18,40,12,16,15.0,120.0,Red,Green,Red,Green,Red,Green
4974995,1,7,5,33,23,27.0,96.0,Red,Red,Blue,Green,Blue,Green
4974994,20,39,36,30,33,6.0,164.0,Blue,Green,Green,Green,Green,Green
4974993,26,40,30,35,43,17.0,191.0,Blue,Red,Green,Blue,Red,Blue
4974992,43,42,36,22,10,35.0,188.0,Red,Green,Green,Red,Red,Blue
4974991,13,20,26,34,35,27.0,155.0,Red,Blue,Blue,Red,Blue,Green
4974990,8,19,31,47,22,32.0,159.0,Blue,Red,Red,Blue,Red,Blue
4974989,36,30,31,35,46,13.0,191.0,Green,Green,Red,Blue,Red,Red
4974988,45,18,39,31,9,47.0,189.0,Green,Green,Green,Red,Green,Blue
4974987,34,18,35,33,1,20.0,141.0,Red,Green,Blue,Green,Red,Blue
4974986,3,5,29,12,6,1.0,56.0,Green,Blue,Blue,Green,Green,Red
4974985,3,27,20,7,9,25.0,91.0,Green,Green,Blue,Red,Green,Red
4974984,9,34,33,49,17,10.0,152.0,Green,Red,Green,Yellow,Blue,Red
4974983,22,5,11,47,10,6.0,101.0,Red,Blue,Blue,Blue,Red,Green
4974982,23,49,41,36,6,5.0,160.0,Blue,Yellow,Blue,Green,Green,Blue
4974981,34,17,38,26,49,40.0,204.0,Red,Blue,Blue,Blue,Yellow,Red
4974980,41,27,16,3,24,18.0,129.0,Blue,Green,Red,Green,Green,Green
4974979,27,43,31,19,3,25.0,148.0,Green,Red,Red,Red,Green,Red
4974978,12,7,30,41,5,42.0,137.0,Green,Red,Green,Blue,Blue,Green
4974977,23,1,31,38,29,36.0,158.0,Blue,Red,Red,Blue,Blue,Green
4974976,21,33,44,10,11,14.0,133.0,Green,Green,Blue,Red,Blue,Blue
4974975,48,37,41,20,10,39.0,195.0,Green,Red,Blue,Blue,Red,Green
4974974,46,17,11,2,14,25.0,115.0,Red,Blue,Blue,Blue,Blue,Red
4974973,34,17,5,1,22,47.0,126.0,Red,Blue,Blue,Red,Red,Blue
4974972,16,33,14,18,25,2.0,108.0,Red,Green,Blue,Green,Red,Blue
4974971,43,1,49,19,8,14.0,134.0,Red,Red,Yellow,Red,Blue,Blue
4974970,6,34,5,17,28,11.0,101.0,Green,Red,Blue,Blue,Red,Blue
4974969,28,49,1,39,7,44.0,168.0,Red,Yellow,Red,Green,Red,Blue
4974968,5,8,38,21,15,49.0,136.0,Blue,Blue,Blue,Green,Green,Yellow
4974967,25,47,20,32,39,34.0,197.0,Red,Blue,Blue,Blue,Green,Red
4974966,37,22,3,43,18,21.0,144.0,Red,Red,Green,Red,Green,Green
4974965,42,25,1,33,38,6.0,145.0,Green,Red,Red,Green,Blue,Green
4974964,5,14,47,23,11,28.0,128.0,Blue,Blue,Blue,Blue,Blue,Red
4974963,17,5,29,39,24,12.0,126.0,Blue,Blue,Blue,Green,Green,Green
4974962,37,15,44,42,10,33.0,181.0,Red,Green,Blue,Green,Red,Green
4974961,28,1,42,9,24,14.0,118.0,Red,Red,Green,Green,Green,Blue
4974960,20,13,38,23,48,46.0,188.0,Blue,Red,Blue,Blue,Green,Red
4974959,23,8,5,18,6,39.0,99.0,Blue,Blue,Blue,Green,Green,Green
4974958,12,18,22,3,2,4.0,61.0,Green,Green,Red,Green,Blue,Red
4974957,1,39,40,37,29,38.0,184.0,Red,Green,Red,Red,Blue,Blue
4974956,34,17,21,26,19,25.0,142.0,Red,Blue,Green,Blue,Red,Red
4974955,2,37,40,18,4,16.0,117.0,Blue,Red,Red,Green,Red,Red
4974954,39,22,10,47,18,27.0,163.0,Green,Red,Red,Blue,Green,Green
4974953,17,40,24,48,39,47.0,215.0,Blue,Red,Green,Green,Green,Blue
4974952,34,25,17,24,39,37.0,176.0,Red,Red,Blue,Green,Green,Red
4974951,24,12,10,42,11,7.0,106.0,Green,Green,Red,Green,Blue,Red
4974950,29,33,24,32,31,10.0,159.0,Blue,Green,Green,Blue,Red,Red
4974949,4,43,32,39,38,17.0,173.0,Red,Red,Blue,Green,Blue,Blue
4974948,1,29,31,44,38,13.0,156.0,Red,Blue,Red,Blue,Blue,Red
4974947,17,48,31,40,10,28.0,174.0,Blue,Green,Red,Red,Red,Red
4974946,13,19,46,2,29,35.0,144.0,Red,Red,Red,Blue,Blue,Blue
4974945,8,38,17,21,9,20.0,113.0,Blue,Blue,Blue,Green,Green,Blue
4974944,10,30,37,2,34,9.0,122.0,Red,Green,Red,Blue,Red,Green
4974943,18,7,28,19,38,14.0,124.0,Green,Red,Red,Red,Blue,Blue
4974942,42,3,12,26,47,33.0,163.0,Green,Green,Green,Blue,Blue,Green
4974941,39,46,36,45,41,10.0,217.0,Green,Red,Green,Green,Blue,Red
4974940,26,46,16,28,29,24.0,169.0,Blue,Red,Red,Red,Blue,Green
4974939,26,47,41,6,44,19.0,183.0,Blue,Blue,Blue,Green,Blue,Red
4974938,2,43,29,34,19,21.0,148.0,Blue,Red,Blue,Red,Red,Green
4974937,22,27,42,44,1,47.0,183.0,Red,Green,Green,Blue,Red,Blue
4974936,21,25,18,40,30,19.0,153.0,Green,Red,Green,Red,Green,Red
4974935,30,24,49,41,19,48.0,211.0,Green,Green,Yellow,Blue,Red,Green
4974934,42,47,17,39,29,40.0,214.0,Green,Blue,Blue,Green,Blue,Red
4974933,31,11,33,19,7,17.0,118.0,Red,Blue,Green,Red,Red,Blue
4974932,12,2,15,45,8,36.0,118.0,Green,Blue,Green,Green,Blue,Green
4974931,37,25,38,2,23,8.0,133.0,Red,Red,Blue,Blue,Blue,Blue
4974930,9,49,16,27,2,14.0,117.0,Green,Yellow,Red,Green,Blue,Blue
4974929,6,5,11,38,17,31.0,108.0,Green,Blue,Blue,Blue,Blue,Red
4974928,16,43,2,24,14,17.0,116.0,Red,Red,Blue,Green,Blue,Blue
4974927,12,26,23,11,29,37.0,138.0,Green,Blue,Blue,Blue,Blue,Red
4974926,2,46,29,7,36,26.0,146.0,Blue,Red,Blue,Red,Green,Blue
4974925,27,36,2,32,21,6.0,124.0,Green,Green,Blue,Blue,Green,Green
4974924,46,21,20,40,2,10.0,139.0,Red,Green,Blue,Red,Blue,Red
4974923,17,46,10,3,36,9.0,121.0,Blue,Red,Red,Green,Green,Green
4974922,34,16,6,7,1,10.0,74.0,Red,Red,Green,Red,Red,Red
